LandisData "Dynamic Input Data"

>> Year   Ecoregion    Species    ProbEst
>> ----   ----------   --------   --------

      0	         127	   ABIE.BAL	    0.737
      0	         127	   ACER.RUB	    0.737
      0	         127	   ACER.SAH	    0.692
      0	         127	   BETU.ALL	    0.692
      0	         127	   BETU.PAP	    0.838
      0	         127	   FAGU.GRA	    0.651
      0	         127	   LARI.LAR	    0.838
      0	         127	   PICE.GLA	    0.692
      0	         127	   PICE.MAR	    0.614
      0	         127	   PICE.RUB	    0.614
      0	         127	   PINU.BAN	    0.838
      0	         127	   PINU.RES	    0.737
      0	         127	   PINU.STR	    0.737
      0	         127	   POPU.TRE	    0.893
      0	         127	   QUER.RUB	    0.651
      0	         127	   THUJ.SPP.ALL	0.614
      0	         127	   TSUG.CAN	    0.523
      0	         128	   ABIE.BAL	    0.737
      0	         128	   ACER.RUB	    0.737
      0	         128	   ACER.SAH	    0.692
      0	         128	   BETU.ALL	    0.692
      0	         128	   BETU.PAP	    0.838
      0	         128	   FAGU.GRA	    0.692
      0	         128	   LARI.LAR	    0.838
      0	         128	   PICE.GLA	    0.692
      0	         128	   PICE.MAR	    0.614
      0	         128	   PICE.RUB	    0.614
      0	         128	   PINU.BAN	    0.893
      0	         128	   PINU.RES	    0.737
      0	         128	   PINU.STR	    0.737
      0	         128	   POPU.TRE	    0.893
      0	         128	   QUER.RUB	    0.651
      0	         128	   THUJ.SPP.ALL	0.614
      0	         128	   TSUG.CAN	    0.523
      0	         129	   ABIE.BAL	    0.737
      0	         129	   ACER.RUB	    0.737
      0	         129	   ACER.SAH	    0.692
      0	         129	   BETU.ALL	    0.737
      0	         129	   BETU.PAP	    0.838
      0	         129	   FAGU.GRA	    0.692
      0	         129	   LARI.LAR	    0.838
      0	         129	   PICE.GLA	    0.692
      0	         129	   PICE.MAR	    0.614
      0	         129	   PICE.RUB	    0.614
      0	         129	   PINU.BAN	    0.893
      0	         129	   PINU.RES	    0.786
      0	         129	   PINU.STR	    0.786
      0	         129	   POPU.TRE	    0.893
      0	         129	   QUER.RUB	    0.651
      0	         129	   THUJ.SPP.ALL	0.614
      0	         129	   TSUG.CAN	    0.551
      0	         207	   ABIE.BAL	    0.737
      0	         207	   ACER.RUB	    0.737
      0	         207	   ACER.SAH	    0.651
      0	         207	   BETU.ALL	    0.692
      0	         207	   BETU.PAP	    0.838
      0	         207	   FAGU.GRA	    0.581
      0	         207	   LARI.LAR	    0.838
      0	         207	   PICE.GLA	    0.692
      0	         207	   PICE.MAR	    0.614
      0	         207	   PICE.RUB	    0.551
      0	         207	   PINU.BAN	    0.838
      0	         207	   PINU.RES	    0.737
      0	         207	   PINU.STR	    0.737
      0	         207	   POPU.TRE	    0.838
      0	         207	   QUER.RUB	    0.581
      0	         207	   THUJ.SPP.ALL	0.551
      0	         207	   TSUG.CAN	    0.498
      0	         208	   ABIE.BAL	    0.737
      0	         208	   ACER.RUB	    0.737
      0	         208	   ACER.SAH	    0.692
      0	         208	   BETU.ALL	    0.692
      0	         208	   BETU.PAP	    0.838
      0	         208	   FAGU.GRA	    0.581
      0	         208	   LARI.LAR	    0.838
      0	         208	   PICE.GLA	    0.692
      0	         208	   PICE.MAR	    0.614
      0	         208	   PICE.RUB	    0.551
      0	         208	   PINU.BAN	    0.838
      0	         208	   PINU.RES	    0.737
      0	         208	   PINU.STR	    0.737
      0	         208	   POPU.TRE	    0.838
      0	         208	   QUER.RUB	    0.614
      0	         208	   THUJ.SPP.ALL	0.551
      0	         208	   TSUG.CAN	    0.498
      0	         209	   ABIE.BAL	    0.737
      0	         209	   ACER.RUB	    0.692
      0	         209	   ACER.SAH	    0.551
      0	         209	   BETU.ALL	    0.651
      0	         209	   BETU.PAP	    0.838
      0	         209	   FAGU.GRA	    0.523
      0	         209	   LARI.LAR	    0.838
      0	         209	   PICE.GLA	    0.692
      0	         209	   PICE.MAR	    0.614
      0	         209	   PICE.RUB	    0.498
      0	         209	   PINU.BAN	    0.838
      0	         209	   PINU.RES	    0.651
      0	         209	   PINU.STR	    0.614
      0	         209	   POPU.TRE	    0.838
      0	         209	   QUER.RUB	    0.551
      0	         209	   THUJ.SPP.ALL	0.498
      0	         209	   TSUG.CAN	    0.435
      0	         210	   ABIE.BAL	    0.737
      0	         210	   ACER.RUB	    0.692
      0	         210	   ACER.SAH	    0.581
      0	         210	   BETU.ALL	    0.651
      0	         210	   BETU.PAP	    0.838
      0	         210	   FAGU.GRA	    0.523
      0	         210	   LARI.LAR	    0.838
      0	         210	   PICE.GLA	    0.692
      0	         210	   PICE.MAR	    0.614
      0	         210	   PICE.RUB	    0.498
      0	         210	   PINU.BAN	    0.838
      0	         210	   PINU.RES	    0.651
      0	         210	   PINU.STR	    0.614
      0	         210	   POPU.TRE	    0.838
      0	         210	   QUER.RUB	    0.581
      0	         210	   THUJ.SPP.ALL	0.498
      0	         210	   TSUG.CAN	    0.455
      0	         211	   ABIE.BAL	    0.737
      0	         211	   ACER.RUB	    0.692
      0	         211	   ACER.SAH	    0.581
      0	         211	   BETU.ALL	    0.651
      0	         211	   BETU.PAP	    0.838
      0	         211	   FAGU.GRA	    0.523
      0	         211	   LARI.LAR	    0.838
      0	         211	   PICE.GLA	    0.692
      0	         211	   PICE.MAR	    0.614
      0	         211	   PICE.RUB	    0.498
      0	         211	   PINU.BAN	    0.838
      0	         211	   PINU.RES	    0.651
      0	         211	   PINU.STR	    0.614
      0	         211	   POPU.TRE	    0.838
      0	         211	   QUER.RUB	    0.581
      0	         211	   THUJ.SPP.ALL	0.498
      0	         211	   TSUG.CAN	    0.455
      0	         212	   ABIE.BAL	    0.737
      0	         212	   ACER.RUB	    0.737
      0	         212	   ACER.SAH	    0.692
      0	         212	   BETU.ALL	    0.692
      0	         212	   BETU.PAP	    0.838
      0	         212	   FAGU.GRA	    0.651
      0	         212	   LARI.LAR	    0.838
      0	         212	   PICE.GLA	    0.692
      0	         212	   PICE.MAR	    0.614
      0	         212	   PICE.RUB	    0.614
      0	         212	   PINU.BAN	    0.838
      0	         212	   PINU.RES	    0.737
      0	         212	   PINU.STR	    0.737
      0	         212	   POPU.TRE	    0.893
      0	         212	   QUER.RUB	    0.614
      0	         212	   THUJ.SPP.ALL	0.614
      0	         212	   TSUG.CAN	    0.523
      0	         213	   ABIE.BAL	    0.737
      0	         213	   ACER.RUB	    0.737
      0	         213	   ACER.SAH	    0.692
      0	         213	   BETU.ALL	    0.692
      0	         213	   BETU.PAP	    0.838
      0	         213	   FAGU.GRA	    0.614
      0	         213	   LARI.LAR	    0.838
      0	         213	   PICE.GLA	    0.692
      0	         213	   PICE.MAR	    0.614
      0	         213	   PICE.RUB	    0.551
      0	         213	   PINU.BAN	    0.838
      0	         213	   PINU.RES	    0.737
      0	         213	   PINU.STR	    0.737
      0	         213	   POPU.TRE	    0.893
      0	         213	   QUER.RUB	    0.614
      0	         213	   THUJ.SPP.ALL	0.614
      0	         213	   TSUG.CAN	    0.498
      0	         214	   ABIE.BAL	    0.737
      0	         214	   ACER.RUB	    0.737
      0	         214	   ACER.SAH	    0.692
      0	         214	   BETU.ALL	    0.692
      0	         214	   BETU.PAP	    0.838
      0	         214	   FAGU.GRA	    0.614
      0	         214	   LARI.LAR	    0.838
      0	         214	   PICE.GLA	    0.692
      0	         214	   PICE.MAR	    0.614
      0	         214	   PICE.RUB	    0.551
      0	         214	   PINU.BAN	    0.838
      0	         214	   PINU.RES	    0.737
      0	         214	   PINU.STR	    0.737
